geneId	readCount	Coverage	FPKM	TPM
KLLA0_A06039g	39	0.991388	12.181394	9.463575
KLLA0_C05192g	17	1.450000	17.816456	13.841386
KLLA0_E20791g	54	0.970378	11.923239	9.263019
KLLA0_C02959g	102	4.170299	51.241344	39.808769
KLLA0_B13563g	19	1.316597	16.177305	12.567949
KLLA0_F20636g	0	0.0	0.0	0.0
KLLA0_F03729g	450	8.266306	101.569847	78.908363
KLLA0_F02189g	107	14.023255	172.306686	133.862961
KLLA0_D00594g	393	20.798546	255.556122	198.538406
ENSRNAG049935514	0	0.000000	0.000000	0.000000
KLLA0_D06985g	20	1.312741	16.129925	12.531141
KLLA0_B04642g	220	3.476235	42.713234	33.183388
KLLA0_B10076g	8	0.272912	3.353327	2.605159
KLLA0_D14707g	130	2.493379	30.636675	23.801256
KLLA0_C10505g	426	12.395082	152.300995	118.320770
KLLA0_E02905g	18	1.086142	13.345655	10.368076
KLLA0_D02728g	11	0.260479	3.200561	2.486476
KLLA0_C19316g	0	0.0	0.0	0.0
KLLA0_F10681g	52	1.390295	17.082848	13.271455
KLLA0_C07447g	10	0.489837	6.018730	4.675878
KLLA0_A05412g	283	22.404984	275.294739	213.873123
KLLA0_D10846g	61	2.256747	27.729126	21.542418
KLLA0_E09043g	69	1.426585	17.528749	13.617871
KLLA0_C06182g	453	5.060307	62.177059	48.304596
ENSRNAG049935337	0	0.000000	0.000000	0.000000
KLLA0_F20702g	40	0.748247	9.193869	7.142604
KLLA0_B09427g	71	8.058559	99.017220	76.925262
KLLA0_F16797g	146	17.659523	216.986282	168.573990
ENSRNAG049935400	0	0.000000	0.000000	0.000000
KLLA0_D05401g	8	0.673684	8.277698	6.430841
KLLA0_E09725g	28	2.209120	27.143923	21.087780
ENSRNAG049935489	0	0.000000	0.000000	0.000000
KLLA0_C08448g	819	18.339920	225.346466	175.068909
KLLA0_B08173g	2	0.165109	2.028729	1.576095
KLLA0_D05995g	35	1.925439	23.658274	18.379824
KLLA0_C14927g	42	4.747748	58.336578	45.320972
KLLA0_F20295g	49	2.719472	33.414722	25.959490
KLLA0_B14949g	0	0.0	0.0	0.0
KLLA0_F05874r	1	0.652123	8.012772	6.225025
KLLA0_A03740g	522	15.291379	187.888397	145.968185
KLLA0_D13178g	37	1.182857	14.534015	11.291297
KLLA0_A02299g	64	11.400710	140.082932	108.828705
KLLA0_E14939g	43	1.807018	22.203211	17.249403
KLLA0_F03993g	15	0.307692	3.780676	2.937161
KLLA0_B09636g	566	67.263405	826.479675	642.081909
ENSRNAG049935408	0	0.000000	0.000000	0.000000
KLLA0_E12915g	47	1.218321	14.969768	11.629828
KLLA0_C10758g	84	3.898072	47.896435	37.210152
KLLA0_C09306g	44	1.552017	19.069960	14.815218
KLLA0_F23397g	451	15.243028	187.294296	145.506638
KLLA0_F15224g	8	0.256154	3.147418	2.445191
KLLA0_F04565g	49	0.795146	9.770126	7.590292
KLLA0_C18216g	35	7.434599	91.350487	70.969070
KLLA0_F19690g	11	0.549744	6.754820	5.247737
KLLA0_B14080g	51	2.635707	32.385487	25.159887
KLLA0_E24245g	6	0.975177	11.982204	9.308828
KLLA0_C17358r	1	0.665735	8.180026	6.354962
KLLA0_E18701g	19	0.827225	10.164289	7.896511
KLLA0_D04840g	214	11.916667	146.422592	113.753922
KLLA0_F10813g	58	2.188864	26.895033	20.894421
KLLA0_F05379g	0	0.0	0.0	0.0
KLLA0_B12694g	44	1.309315	16.087830	12.498437
KLLA0_F23287g	496	22.776577	279.860596	217.420258
KLLA0_E06513g	25	0.843813	10.368108	8.054856
KLLA0_F04367g	53	1.053129	12.940018	10.052941
KLLA0_B11231g	32094	3736.956543	45916.773438	35672.175781
KLLA0_C11693g	488	62.310783	765.625732	594.805237
KLLA0_A06072r	0	0.000000	0.000000	0.000000
KLLA0_F16962g	20	0.576857	7.087963	5.506552
KLLA0_B11000g	4	0.233918	2.874200	2.232931
KLLA0_B10263g	6	0.086728	1.065645	0.827887
KLLA0_C08327g	136	22.144230	272.090820	211.384018
KLLA0_B09702g	40	0.436910	5.368405	4.170648
KLLA0_B04070g	11	0.768116	9.438003	7.332269
KLLA0_E08339g	2	0.071171	0.874493	0.679383
KLLA0_F07909g	19	0.802721	9.863202	7.662601
KLLA0_F00506g	12	0.525043	6.451314	5.011947
KLLA0_C03476g	24	0.320564	3.938838	3.060035
KLLA0_D07260g	19	0.936832	11.511052	8.942796
KLLA0_F04521g	151	1.900867	23.356352	18.145264
KLLA0_E13707g	59	4.535769	55.731949	43.297466
KLLA0_C03344r	0	0.0	0.0	0.0
KLLA0_C11825g	11	0.416667	5.119675	3.977413
KLLA0_C12969g	13	0.278804	3.425724	2.661402
KLLA0_B11055g	67	4.117216	50.589100	39.302052
KLLA0_F15389g	84	3.586265	44.065193	34.233707
KLLA0_F16324g	36	0.755195	9.279241	7.208928
KLLA0_D00440g	339	17.284285	212.375641	164.992035
KLLA0_C08525g	39	0.425687	5.230505	4.063516
ENSRNAG049935346	0	0.0	0.0	0.0
KLLA0_A07172g	78	2.877536	35.356892	27.468336
KLLA0_E02267g	579	94.554489	1161.810913	902.596680
KLLA0_D07942g	31	1.948428	23.940746	18.599272
KLLA0_B02046g	1779	158.251312	1944.467285	1510.632690
KLLA0_D19404g	15	0.432611	5.315582	4.129611
KLLA0_C16753g	63	18.362068	225.618607	175.280319
KLLA0_E12805g	20	1.671667	20.540125	15.957371
KLLA0_E17953g	145	2.133391	26.213423	20.364889
KLLA0_F08745g	0	0.0	0.0	0.0
KLLA0_E07063g	74	2.531714	31.107704	24.167192
KLLA0_F08437g	662	30.302786	372.336700	289.263824
KLLA0_E07591g	38	1.941767	23.858900	18.535686
KLLA0_E22881g	142	21.723724	266.923981	207.369965
KLLA0_C07469g	12	0.448413	5.509745	4.280453
KLLA0_C14630g	140	3.830381	47.064697	36.563988
KLLA0_C12859g	117	4.452168	54.704727	42.499432
KLLA0_B08481g	23	1.466156	18.014969	13.995607
KLLA0_B14300g	184	15.796296	194.092407	150.788025
KLLA0_F11957g	0	0.000000	0.000000	0.000000
KLLA0_B09768g	92	4.351903	53.472744	41.542324
KLLA0_C09086g	30	1.222494	15.021041	11.669662
KLLA0_C13277g	10	0.231302	2.842057	2.207959
KLLA0_C11187g	153	2.680785	32.939369	25.590193
KLLA0_E03785g	14	0.533023	6.549366	5.088122
KLLA0_C10615g	256	6.775351	83.250168	64.676033
KLLA0_A02519g	32	0.692569	8.509742	6.611114
KLLA0_A11110g	559	17.199276	211.331131	164.180557
KLLA0_D12100g	35	1.218271	14.969152	11.629351
KLLA0_A05346g	92	1.786286	21.948471	17.051498
KLLA0_E16149g	2	0.563636	6.925515	5.380347
KLLA0_F03861g	372	46.080292	566.198242	439.872498
KLLA0_B04026g	15	0.590343	7.253669	5.635286
KLLA0_B08217g	98	1.156713	14.212776	11.041732
KLLA0_D15895g	164	11.786723	144.825958	112.513504
KLLA0_D06875g	45	1.642189	20.177923	15.675981
KLLA0_D15103g	7	0.536036	6.586387	5.116883
KLLA0_E01783g	48	1.420012	17.447987	13.555127
KLLA0_C18722g	22	1.861667	22.874695	17.771070
KLLA0_D18733g	13	0.551662	6.778388	5.266046
KLLA0_F20317g	178	3.828886	47.046329	36.549717
KLLA0_E09659r	1	0.109589	1.346543	1.046113
KLLA0_B10758r	1	0.517024	6.352782	4.935399
KLLA0_A00176g	0	0.0	0.0	0.0
KLLA0_C01177g	33	0.766717	9.420814	7.318914
KLLA0_C11561g	6	0.262172	3.221363	2.502637
KLLA0_F02541g	522	38.578262	474.019226	368.259735
KLLA0_C14091g	998	30.512590	374.914642	291.266571
KLLA0_E07415g	190	18.201506	223.645737	173.747635
KLLA0_F27731r	0	0.0	0.0	0.0
ENSRNAG049935422	0	0.000000	0.000000	0.000000
KLLA0_F13596g	840	20.251537	248.834915	193.316788
KLLA0_D17116g	215	8.199699	100.751434	78.272552
KLLA0_F02838g	0	0.0	0.0	0.0
KLLA0_D07788g	2	0.138138	1.697331	1.318635
KLLA0_C01133g	39	1.677806	20.615557	16.015972
KLLA0_D01705g	56	2.906832	35.716854	27.747988
KLLA0_B02134g	7	0.226306	2.780669	2.160268
KLLA0_D09240g	2	0.042279	0.519491	0.403586
KLLA0_B00495g	0	0.0	0.0	0.0
KLLA0_C03135g	0	0.000000	0.000000	0.000000
KLLA0_E06293g	52	2.359249	28.988592	22.520880
KLLA0_A10021g	425	6.986460	85.844109	66.691231
KLLA0_D18777g	24	1.209209	14.857805	11.542847
KLLA0_F09075g	37	4.911458	60.348118	46.883713
KLLA0_D03839g	585	17.865707	219.519714	170.542175
KLLA0_A01155g	157	2.679410	32.922474	25.577066
KLLA0_F00616g	40	1.053730	12.947402	10.058679
KLLA0_F20768g	193	13.715481	168.524994	130.925003
KLLA0_E22221r	0	0.0	0.0	0.0
KLLA0_A03531g	131	3.018190	37.085133	28.810987
KLLA0_F10571g	120	3.226645	39.646465	30.800854
KLLA0_C13233g	20	1.228137	15.090378	11.723530
ENSRNAG049935374	0	0.000000	0.000000	0.000000
KLLA0_C12947g	273	11.419540	140.314301	109.008453
KLLA0_F26763g	141	5.407240	66.439896	51.616341
KLLA0_A10065g	272	6.745729	82.886192	64.393265
KLLA0_D04598g	396	3.271857	40.201996	31.232437
KLLA0_F08657g	4224	488.444458	6001.620117	4662.584961
KLLA0_F19085g	158	1.946707	23.919600	18.582844
KLLA0_F27082r	7	3.343750	41.085358	31.918713
KLLA0_D10109g	2200	120.613976	1482.009399	1151.354858
KLLA0_F25014g	404	45.430462	558.213623	433.669342
KLLA0_E13443g	83	1.542448	18.952383	14.723874
KLLA0_D06017g	22	0.611017	7.507694	5.832636
KLLA0_D04334g	390	90.808220	1115.779785	866.835571
KLLA0_D13222g	115	2.632745	32.349091	25.131613
KLLA0_F19294g	50	1.481611	18.204866	14.143138
KLLA0_E14191g	33	0.641889	7.887025	6.127333
KLLA0_F15620g	27	1.071486	13.165574	10.228173
KLLA0_D14311g	13	0.472222	5.802291	4.507729
KLLA0_B10912g	15	0.473684	5.820255	4.521685
KLLA0_E24883g	1311	37.638512	462.472351	359.289093
KLLA0_B05016g	33	0.613679	7.540403	5.858047
KLLA0_C01298g	298	46.904320	576.323242	447.738464
KLLA0_B03212g	18	1.487562	18.277988	14.199944
KLLA0_D15763g	0	0.000000	0.000000	0.000000
KLLA0_E11375g	667	39.093105	480.345215	373.174286
KLLA0_F22363g	69	2.865353	35.207199	27.352039
KLLA0_E20857g	18	0.422410	5.190241	4.032234
KLLA0_F06160g	162	3.184884	39.133339	30.402212
KLLA0_E00925g	37	1.621134	19.919216	15.474994
KLLA0_A02673g	0	0.0	0.0	0.0
KLLA0_E23805g	0	0.0	0.0	0.0
KLLA0_D17402g	79	3.878523	47.656231	37.023540
KLLA0_D16192g	14	1.871585	22.996559	17.865746
KLLA0_E21803g	271	12.842645	157.800278	122.593109
KLLA0_F26026g	136	10.448484	128.382736	99.738968
KLLA0_B06556g	422	34.275154	421.146027	327.183228
KLLA0_D12760g	119	4.068151	49.986229	38.833687
KLLA0_C16049g	29	0.855775	10.515087	8.169043
KLLA0_A07667g	16	0.887800	10.908586	8.474747
KLLA0_F07073g	38	1.149076	14.118938	10.968830
KLLA0_C03938g	5	0.140853	1.730691	1.344552
KLLA0_F14102g	3	0.070665	0.868276	0.674553
ENSRNAG049935392	0	0.000000	0.000000	0.000000
KLLA0_B09108g	2	0.063910	0.785276	0.610071
KLLA0_D07766g	0	0.0	0.0	0.0
KLLA0_E03301g	189	4.275111	52.529190	40.809284
KLLA0_F13662g	34	2.323848	28.553610	22.182949
KLLA0_D17864g	0	0.000000	0.000000	0.000000
KLLA0_A09669g	378	12.886211	158.335602	123.008980
KLLA0_F05467g	192	4.012300	49.299976	38.300545
KLLA0_E21671g	178	3.678021	45.192619	35.109592
KLLA0_C07931g	102	7.434907	91.354271	70.972008
KLLA0_B07513g	110	4.067104	49.973362	38.823692
ENSRNAG049935443	0	0.0	0.0	0.0
KLLA0_B05225g	60	0.696949	8.563560	6.652924
KLLA0_E14675g	7	0.186411	2.290471	1.779439
KLLA0_C16401g	1407	39.010876	479.334869	372.389374
KLLA0_F12738r	1	0.541667	6.655577	5.170636
KLLA0_E00133g	1	0.009780	0.120169	0.093358
KLLA0_B10868g	1069	31.593624	388.197510	301.585876
KLLA0_D01837g	378	24.983139	306.973083	238.483643
KLLA0_F04543g	296	24.907591	306.044830	237.762451
KLLA0_B00143g	1	0.009780	0.120169	0.093358
KLLA0_E00551g	137	9.528121	117.074036	90.953377
KLLA0_A01760g	9	0.243721	2.994651	2.326508
KLLA0_F11638g	51	6.136691	75.402817	58.579521
KLLA0_F01419g	118	6.531078	80.248726	62.344257
KLLA0_D19448g	33	0.675632	8.301633	6.449437
KLLA0_E05545g	425	12.465746	153.169250	118.995308
KLLA0_E10561g	5	0.150127	1.844642	1.433080
KLLA0_C12485g	39	0.698344	8.580700	6.666241
KLLA0_E00177g	2	0.196685	2.416710	1.877512
KLLA0_F24024g	114	15.655827	192.366440	149.447128
KLLA0_F00154g	1	0.009780	0.120169	0.093358
ENSRNAG049935341	0	0.000000	0.000000	0.000000
KLLA0_E19955g	24	0.894581	10.991905	8.539476
KLLA0_D18480g	45	1.172628	14.408329	11.193653
KLLA0_C15807g	16	1.944862	23.896929	18.565231
KLLA0_D07854g	16	0.848008	10.419653	8.094901
KLLA0_F05291g	105	4.187793	51.456295	39.975761
KLLA0_C03179g	70	0.798062	9.805956	7.618127
KLLA0_F26895g	341	6.008654	73.829605	57.357307
KLLA0_C08822r	0	0.000000	0.000000	0.000000
KLLA0_E09065g	250	11.243148	138.146927	107.324654
KLLA0_E05347g	40	1.083200	13.309506	10.339993
KLLA0_E22089g	17	0.581741	7.147974	5.553174
KLLA0_D02750g	51	2.044811	25.125023	19.519323
KLLA0_E10187g	12	0.379439	4.662247	3.622042
KLLA0_D12958g	2178	51.834732	636.904297	494.803131
KLLA0_D19206g	43	3.704082	45.512836	35.358364
KLLA0_A05181g	8	0.666667	8.191478	6.363859
KLLA0_C02475g	74	3.602119	44.259995	34.385048
KLLA0_D04906g	9	0.401286	4.930686	3.830589
KLLA0_D02068g	2	0.041872	0.514490	0.399701
KLLA0_F22407g	33	2.024783	24.878933	19.328138
KLLA0_D01683g	40	0.709347	8.715897	6.771273
KLLA0_D05753g	1059	29.304016	360.064636	279.729797
KLLA0_B06237g	37	2.582633	31.733355	24.653255
KLLA0_E09021g	12	0.343327	4.218531	3.277325
KLLA0_C13189g	244	12.236687	150.354736	116.808762
KLLA0_D13772g	17	0.803468	9.872380	7.669732
KLLA0_E22639r	0	0.000000	0.000000	0.000000
KLLA0_E13311g	1	0.024904	0.306001	0.237728
KLLA0_E16259g	4	0.086522	1.063114	0.825920
KLLA0_A07557g	69	1.490979	18.319973	14.232562
KLLA0_E13465g	75	1.724263	21.186382	16.459440
KLLA0_C06567g	15	0.459510	5.646096	4.386383
KLLA0_E22309g	19	0.484424	5.952220	4.624207
