geneId	readCount	Coverage	FPKM	TPM
YALI0_E04290g	114	6.115801	5.924024	6.231324
YALI0_C24035g	1	0.278846	0.270102	0.284113
YALI0_A01782g	250	21.738220	21.056559	22.148838
YALI0_E28371g	879	33.747696	32.689445	34.385166
YALI0_E16236g	528	26.423923	25.595329	26.923052
YALI0_A04675g	129	23.729630	22.985521	24.177866
YALI0_E29161g	421	6.841095	6.631365	6.975358
EFYLIG00000000450	0	0.0	0.0	0.0
ENSRNA049671960	0	0.000000	0.000000	0.000000
YALI0_F18634g	2725	148.379623	143.726761	151.182404
YALI0_F12375g	3661	194.936630	188.823868	198.618835
YALI0_F05214g	11093	1490.928711	1444.176514	1519.091309
YALI0_D10234g	40	5.635057	5.458354	5.741499
YALI0_C11737r	0	0.000000	0.000000	0.000000
YALI0_E24277g	2590	60.432537	66.318588	69.758766
YALI0_A12573g	27	1.443894	1.398617	1.471168
YALI0_E03102g	2358	102.210228	99.005142	104.140900
YALI0_D04873g	764	20.289244	19.653019	20.672493
ENSRNA049673012	0	0.0	0.0	0.0
YALI0_E10065g	513	54.897102	53.175655	55.934071
YALI0_F07755g	97	16.478632	15.961900	16.789902
YALI0_A20724g	1160	93.125305	90.205109	94.884369
YALI0_E22088g	10743	1377.217285	1334.030884	1403.231934
YALI0_B13244r	0	0.000000	0.000000	0.000000
YALI0_F02079g	167	7.855319	7.608994	8.003700
YALI0_D12584g	10369	1607.555054	1557.145874	1637.920654
YALI0_F12617g	1351	112.851295	109.312538	114.982971
YALI0_F13849g	9	6.537037	6.332050	6.660517
EFYLIG00000000051	0	0.0	0.0	0.0
YALI0_D16984g	565	24.132479	23.375740	24.588324
YALI0_F19118g	26	1.323061	1.281573	1.348053
YALI0_F06600g	39	4.508772	4.367387	4.593939
YALI0_E28809g	244	11.333334	10.977946	11.547412
YALI0_B13750g	198	16.091869	15.587265	16.395832
YALI0_C01221g	1417	206.234360	199.767319	210.129959
YALI0_F18678g	209	22.829508	22.113626	23.260740
YALI0_E04356g	1464	67.931755	65.801567	69.214935
YALI0_A10439g	0	0.0	0.0	0.0
YALI0_F26950r	0	0.000000	0.000000	0.000000
YALI0_B19228g	203	18.591368	18.008385	18.942545
YALI0_E31559g	754	80.033974	77.524292	81.545761
YALI0_F05962g	8656	438.490387	424.740326	446.773163
YALI0_A03553g	857	33.947285	32.882774	34.588524
YALI0_D03157g	380	63.009949	61.034100	64.200157
YALI0_D06237g	369	32.199474	31.189774	32.807697
YALI0_F22297g	729	22.599628	21.890955	23.026518
YALI0_B04466g	85	13.682927	13.253862	13.941387
YALI0_F00660g	357	32.559818	31.538816	33.174850
YALI0_E23782g	91	9.955850	9.643657	10.143909
YALI0_F05148g	514	48.811016	47.280415	49.733021
