geneId	readCount	Coverage	FPKM	TPM
YALI0_D01045g	5656	928.772339	209.078629	228.527435
YALI0_E22781g	6093	257.361359	57.935360	63.324593
YALI0_C23452g	15859	642.487732	144.632278	158.086182
EFYLIG00000000431	0	0.0	0.0	0.0
YALI0_A05225g	2	1.042735	0.234733	0.256568
YALI0_D06864g	472	16.888535	3.801827	4.155478
YALI0_F12551g	15880	1127.880493	253.900436	277.518616
YALI0_C06578g	2239	121.575806	27.368282	29.914120
YALI0_C23386g	551	24.887695	5.602541	6.123698
YALI0_B22594g	551	206.107407	46.397434	50.713390
YALI0_A08690r	0	0.0	0.0	0.0
YALI0_C20735g	9287	1197.933594	269.670288	294.755402
YALI0_D05071g	1563	166.520035	37.485806	40.972790
YALI0_C21846g	770	23.178593	5.217800	5.703167
YALI0_E08448g	1028	70.326561	15.831415	17.304077
YALI0_D17248g	558	62.094921	13.978368	15.278655
YALI0_B22484g	17136	348.793427	78.517899	85.821747
YALI0_F30239g	1244	271.865814	61.200497	66.893463
YALI0_D08272g	128385	11495.400391	2587.762695	2828.480225
YALI0_E03718g	55395	3415.676514	768.912842	840.438171
YALI0_F27907g	2846	238.940155	53.788509	58.791996
YALI0_B06413g	23832	2089.394043	470.349518	514.102112
YALI0_A19624g	910	120.986824	27.235693	29.769197
YALI0_B21824g	16721	994.591309	223.895325	244.722397
YALI0_F01562g	8352	287.489105	64.717499	70.737625
YALI0_F26037g	945	92.430229	20.807236	22.742756
YALI0_F18920g	7358	500.375763	112.641029	123.119072
YALI0_E26004g	132374	12209.793945	2748.582031	3004.259277
YALI0_F12199g	1414	78.537407	17.679783	19.324383
YALI0_E28512g	2029	101.029587	22.743061	24.858654
YALI0_D00979g	1709	79.331955	17.858646	19.519882
YALI0_B07557g	15741	398.543488	107.633751	117.645996
YALI0_C22165g	6213	580.940735	130.777252	142.942337
YALI0_F26983g	2828	191.117798	43.023083	47.025150
YALI0_E01166g	216	17.772615	4.000845	4.373010
YALI0_D06061g	1733	132.247925	29.770714	32.540028
EFYLIG00000000375	0	0.0	0.0	0.0
YALI0_D08756g	2288	87.119530	19.611729	21.436041
YALI0_F07821g	1642	312.297546	70.302208	76.841812
YALI0_A14212g	366	24.302372	5.470778	5.979677
YALI0_C06534g	1667	534.352356	120.289604	131.479126
YALI0_E18370r	0	0.0	0.0	0.0
YALI0_F22583g	444	29.664679	6.677901	7.299089
YALI0_F01606g	1241	71.132881	16.012928	17.502474
YALI0_E33913g	3427	195.855682	44.089638	48.190922
YALI0_F05566g	3146	280.043213	71.212677	77.836990
ENSRNA049673094	1	0.385028	0.086675	0.094737
YALI0_F04213g	5149	375.179657	84.457771	92.314163
YALI0_D10417g	2140	255.397186	57.493198	62.841301
YALI0_A10725g	9129	1592.449097	358.480804	391.827240
YALI0_F09966g	3008	197.738281	44.513435	48.654144
EFYLIG00000000197	0	0.0	0.0	0.0
YALI0_B01760g	1256	200.385468	45.109352	49.305492
YALI0_A00781g	1599	271.717163	61.167038	66.856880
YALI0_B00132g	119	8.398323	1.890571	2.066434
YALI0_E06919g	17740	455.891083	102.626961	112.173470
YALI0_D25014g	3854	258.454193	58.181370	63.593487
YALI0_E32989g	6922	739.780945	166.534225	182.025482
