geneId	readCount	Coverage	FPKM	TPM
YALI0_C21219g	0	0.0	0.0	0.0
YALI0_D22286g	1530	42.830532	35.842083	36.633598
YALI0_E07007r	0	0.0	0.0	0.0
YALI0_F27247g	1029	130.415710	109.136421	111.546524
YALI0_F06523r	1	0.623079	0.521414	0.532929
YALI0_E01056g	7560	268.640717	224.807922	229.772446
EFYLIG00000000648	0	0.0	0.0	0.0
YALI0_E20141g	1933	320.412964	268.132751	274.054047
YALI0_D07810g	766	32.654289	27.326248	27.929707
EFYLIG00000000476	0	0.000000	0.000000	0.000000
YALI0_E17963g	344	28.588333	23.923714	24.452034
YALI0_D13464g	602	20.664606	17.292864	17.674749
YALI0_B03432r	0	0.0	0.0	0.0
YALI0_F30547g	1093	151.074707	126.424583	129.216476
YALI0_E24233g	0	0.0	0.0	0.0
YALI0_B06347g	141	9.014715	7.543828	7.710422
YALI0_F22539g	1095	84.434410	70.657661	72.218025
YALI0_A00913g	804	35.574589	29.770056	30.427481
YALI0_F05764g	1232	229.258850	191.851807	196.088547
YALI0_F03641g	69	4.731405	3.959405	4.046842
EFYLIG00000000473	0	0.0	0.0	0.0
YALI0_B16822g	1196	29.388056	24.592951	25.136047
YALI0_A13497g	5	0.959302	0.802777	0.820505
YALI0_A02222g	1505	66.799820	55.900421	57.134892
YALI0_E18260g	747	32.346336	27.068544	27.666309
YALI0_C23379g	717	34.556198	28.917833	29.556438
YALI0_A20922g	278	22.701883	18.997728	19.417263
YALI0_A07359r	0	0.0	0.0	0.0
YALI0_B19030g	13	1.326861	1.110364	1.134884
EFYLIG00000000346	0	0.0	0.0	0.0
YALI0_E10461g	1456	184.475281	154.375351	157.784485
YALI0_F28699g	200	15.345622	12.841752	13.125341
YALI0_C12980g	393	30.337975	25.387875	25.948526
YALI0_E31064g	747	29.386461	24.591616	25.134684
YALI0_C18315g	3286	162.972717	136.381256	139.393021
YALI0_C03806g	621	150.944046	126.315239	129.104721
YALI0_D01936g	144	21.046783	17.612682	18.001631
YALI0_E22913g	120	10.226768	8.558116	8.747108
YALI0_F20394g	183	16.309139	13.648057	13.949452
YALI0_C16203g	1264	82.907478	69.379875	70.912018
YALI0_C19129g	2496	51.756691	43.311806	44.268280
YALI0_F29689g	189	30.432039	25.466593	26.028982
EFYLIG00000000567	0	0.0	0.0	0.0
YALI0_F30283g	78	9.572840	8.010886	8.187795
YALI0_D02046g	209	21.336411	17.855053	18.249353
YALI0_E06017g	3688	120.993439	101.251534	103.487511
YALI0_D08052g	1324	94.054016	78.707680	80.445816
YALI0_B00462g	2707	233.079239	195.048843	199.356186
YALI0_D04400g	227	20.532244	17.182098	17.561539
YALI0_E32087g	37	4.643678	3.885992	3.971808
YALI0_C17677r	0	0.0	0.0	0.0
YALI0_C15026g	66	7.190320	6.017111	6.149989
YALI0_D02068g	63	7.934866	6.640172	6.786810
YALI0_E22242g	149	19.212711	16.077868	16.432922
YALI0_E20757g	15805	1797.964722	1504.599609	1537.826294
YALI0_E12705g	904	24.069279	20.142012	20.586817
YALI0_D06149g	288	30.717949	25.705851	26.273523
YALI0_C11517g	670	75.689262	63.339417	64.738167
YALI0_E15664g	644	29.534895	24.715830	25.261641
YALI0_C08811g	34167	3697.714355	3094.376465	3162.710938
EFYLIG00000000286	0	0.0	0.0	0.0
YALI0_C20295g	4520	612.360413	512.444519	523.761047
YALI0_F11693g	1605	95.697678	80.083153	81.851669
YALI0_F19734g	472	28.273382	23.660152	24.182650
YALI0_D23375g	154	34.775509	29.101357	29.744017
YALI0_E13255g	14842	721.151611	603.484802	616.811829
YALI0_F30393g	572	52.905560	44.273216	45.250923
YALI0_D23617g	1963	217.338867	181.876755	185.893204
YALI0_F20284g	254	15.901443	13.306882	13.600744
YALI0_D11198g	962	43.542572	36.437943	37.242619
ENSRNA049656257	1	1.000000	0.836835	0.855315
YALI0_F23177g	3280	428.647064	358.706818	366.628296
YALI0_B08206g	8178	661.609253	553.657715	565.884399
YALI0_A09086g	837	187.246078	156.694061	160.154388
YALI0_D25256g	1832	183.895584	153.890244	157.288666
ENSRNA049656577	0	0.0	0.0	0.0
YALI0_B10175g	82	7.951267	6.653897	6.800838
YALI0_B01804g	784	91.598831	76.653099	78.345863
YALI0_C11836g	319	29.121796	24.370134	24.908312
YALI0_D03762g	1504	175.814041	147.127319	150.376404
YALI0_F09559g	399	16.176804	13.537313	13.836265
YALI0_F19778g	2220	126.484329	105.846504	108.183952
YALI0_C17193g	386	27.914494	23.359823	23.875689
ENSRNA049672124	0	0.000000	0.000000	0.000000
YALI0_C08987g	5126	296.631378	248.231476	253.713303
YALI0_C01947g	7	1.991453	1.666517	1.703320
YALI0_E08932g	222	24.186886	20.240431	20.687408
YALI0_E19360g	9708	719.094055	601.763000	615.052002
YALI0_F21450g	294	6.840793	5.724614	5.851033
YALI0_E16885g	37	8.035320	6.724236	6.872731
YALI0_A05577g	1901	64.984276	54.381111	55.582031
YALI0_D22396g	7047	239.687073	200.578506	205.007965
YALI0_D20702g	1443	63.270176	52.946690	54.115936
YALI0_F06336g	374	14.352534	12.010701	12.275939
ENSRNA049669831	1	0.032209	0.026954	0.027549
YALI0_E29403g	578	21.573992	18.053869	18.452560
YALI0_F08459g	549	182.990005	153.132431	156.514099
YALI0_D07612g	796	33.389587	27.941570	28.558619
YALI0_B16456g	263	26.984568	22.581627	23.080307
YALI0_F27379g	2022	101.779968	85.173035	87.053940
YALI0_F05896g	971	44.250343	37.030228	37.847988
YALI0_E32637g	304	49.069580	41.063137	41.969952
YALI0_C08437g	175	9.757983	8.165820	8.346150
YALI0_D16445g	943	110.995285	92.884727	94.935944
YALI0_F11561g	543	90.862648	76.037033	77.716194
YALI0_E09405g	1476	129.080490	108.019058	110.404488
EFYLIG00000000586	0	0.000000	0.000000	0.000000
YALI0_D22220g	63	7.896856	6.608365	6.754300
YALI0_E31823g	142	13.653179	11.425457	11.677770
YALI0_E32164g	4178	1530.186768	1280.513672	1308.791748
YALI0_F04840r	0	0.0	0.0	0.0
YALI0_A10703g	583	52.644085	44.054409	45.027279
YALI0_D18271g	1583	143.745682	120.291397	122.947845
YALI0_E34771g	112	6.878395	5.756081	5.883195
YALI0_E32483g	1277	98.971321	82.822655	84.651665
YALI0_F05390g	2873	226.891785	189.870972	194.063965
YALI0_D14652g	1683	55.863213	46.748287	47.780647
YALI0_A07579g	0	0.0	0.0	0.0
YALI0_A09636g	472	57.396599	48.031479	49.092178
YALI0_A07447g	3	0.139587	0.116811	0.119391
YALI0_F18722g	4372	311.334015	260.535156	266.288666
YALI0_E32593g	759	46.047359	38.534035	39.385002
YALI0_C06460g	5246	321.429535	268.983459	274.923523
YALI0_F24072g	175	36.128365	30.233477	30.901134
YALI0_F16819g	48397	3674.785889	3075.189209	3143.099609
YALI0_C10758g	393	12.232305	10.236420	10.462475
