geneId	readCount	Coverage	FPKM	TPM
YALI0_A17215g	120	19.638159	1.021618	1.227253
YALI0_F18898g	20069	3859.300049	200.768860	241.180374
YALI0_E16775g	1439	46.398708	2.413758	2.899608
YALI0_E10109g	14529	1603.572510	83.421196	100.212524
YALI0_B07359g	19490	3395.450684	176.638443	212.192902
YALI0_C00561g	2914	964.704102	50.185925	60.287540
YALI0_C22297g	1	0.000134	0.000007	0.000008
YALI0_E02178g	3184	209.454834	10.896279	13.089522
YALI0_C06127g	4116	608.824463	31.672323	38.047447
YALI0_E30085g	2324	205.611801	10.696356	12.849360
YALI0_C05544r	4	3.817504	0.198595	0.238568
YALI0_E29975g	13271	1458.249756	75.861206	91.130829
YALI0_C22528g	10273	6848.133301	356.254242	427.962402
YALI0_E13211g	8014	2213.719971	115.162354	138.342667
YALI0_F21175g	1923	349.589081	18.186356	21.846973
YALI0_D14520g	2512	301.911072	15.706046	18.867418
EFYLIG00000000004	2	2.883721	0.150017	0.180213
YALI0_C08855g	2292	393.697601	20.480972	24.603460
YALI0_C10714g	4126	468.758331	24.385790	29.294252
YALI0_E14817g	5734	814.456421	42.369728	50.898067
YALI0_B09812g	11883	1456.197632	75.754448	91.002586
YALI0_F19888g	4815	323.540771	16.831268	20.219128
YALI0_B12584g	17157	1021.209106	53.125435	63.818722
YALI0_F18744g	16	1.777276	0.092458	0.111068
ENSRNA049657473	1	0.384615	0.020008	0.024036
YALI0_F22451g	1375	545.391541	28.372410	34.083313
YALI0_B16984g	5574	1076.050171	55.978382	67.245918
YALI0_C13552g	524	43.102146	2.242264	2.693595
YALI0_C05148g	71578	51126.703125	2659.718018	3195.075928
YALI0_B15015g	2014	144.454330	7.514817	9.027428
YALI0_E14883r	0	0.0	0.0	0.0
YALI0_D13750g	5800	286.810364	14.920476	17.923725
YALI0_C03355g	48286	6112.030762	317.960632	381.960938
YALI0_C10252g	12926	873.316650	45.431763	54.576435
YALI0_E02134g	33503	4869.608887	253.327255	304.317902
YALI0_C19514r	0	0.000000	0.000000	0.000000
YALI0_A04895g	3866	1017.215759	52.917694	63.569164
YALI0_D07964g	3736	620.506104	32.280025	38.777470
EFYLIG00000000366	0	0.0	0.0	0.0
YALI0_D19228g	327	97.742516	5.084770	6.108252
YALI0_F27225g	2492	408.518036	21.251963	25.529638
YALI0_A04829r	0	0.0	0.0	0.0
YALI0_B10626g	9	0.677519	0.035246	0.042340
YALI0_E24343g	9608	563.834534	29.331852	35.235878
YALI0_E26565g	10262	1047.031982	60.378216	72.531372
YALI0_F24035g	396	46.371670	2.412351	2.897918
YALI0_E05049g	4453	706.749207	36.766571	44.167084
YALI0_A12837g	0	0.0	0.0	0.0
YALI0_F20196g	10629	937.236938	48.757027	58.571022
YALI0_D04466g	5654	856.616150	44.562965	53.532764
YALI0_F17798g	10021	1043.825684	54.301998	65.232101
YALI0_A17776g	371	13.108121	0.681912	0.819170
YALI0_A07997g	6741	238.020020	12.382299	14.874655
YALI0_F26807g	4575	486.663116	25.317234	30.413181
EFYLIG00000000363	2	2.391892	0.124431	0.149477
YALI0_C20163r	0	0.000000	0.000000	0.000000
YALI0_C06600g	8521	2476.761719	128.846329	154.780991
ENSRNA049658931	0	0.0	0.0	0.0
YALI0_C12683r	0	0.0	0.0	0.0
YALI0_A19910g	466	80.789352	4.202831	5.048793
YALI0_A11143g	18625	2425.030273	126.155144	151.548141
YALI0_F00330g	456	38.883389	2.022795	2.429951
YALI0_A18183g	10175	933.456299	48.560352	58.334759
YALI0_F21769g	22095	1410.880859	73.396980	88.170593
YALI0_B16522g	56551	4891.873535	254.485489	305.709290
YALI0_E03696g	7674	931.267822	48.446499	58.197994
YALI0_B10450g	47465	21772.640625	1132.658325	1360.644043
YALI0_F30525g	6489	452.443970	23.537083	28.274714
YALI0_C12617g	7315	952.401917	49.545940	59.518734
YALI0_C01925g	455	68.298302	3.553020	4.268186
YALI0_B21912g	4459	1143.155518	59.469337	71.439552
YALI0_D03949g	1661	1152.868042	59.974606	72.046524
YALI0_E11979g	1312	106.253380	5.527523	6.640123
YALI0_A04389r	0	0.0	0.0	0.0
YALI0_D01089g	32112	4447.635254	231.375290	277.947388
YALI0_C14938g	12	1.321429	0.068744	0.082580
YALI0_C12144g	509	65.756172	3.420774	4.109320
YALI0_B15554g	87	54.523209	2.836411	3.407335
YALI0_E08008g	22	2.336270	0.121538	0.146001
YALI0_F11187g	336	40.456226	2.104617	2.528243
YALI0_E34265g	124	11.560350	0.601394	0.722444
YALI0_E07183g	32210	4172.278809	217.050674	260.739441
YALI0_C02871g	1105	657.329346	34.195648	41.078674
YALI0_C17743r	0	0.0	0.0	0.0
YALI0_E19987g	15746	2743.174316	142.705673	171.430008
YALI0_A11429r	0	0.0	0.0	0.0
YALI0_D17578g	115	28.750420	1.495657	1.796708
YALI0_C15532g	0	0.0	0.0	0.0
YALI0_E05841g	902	131.358597	6.833549	8.209032
EFYLIG00000000230	0	0.0	0.0	0.0
YALI0_F30437g	177	41.449139	2.156271	2.590293
YALI0_D05313g	7189	1243.698975	64.699821	77.722847
YALI0_C18843r	0	0.0	0.0	0.0
YALI0_A00462r	0	0.000000	0.000000	0.000000
YALI0_D25322g	45401	4604.472168	239.534286	287.748657
YALI0_A13189r	0	0.000000	0.000000	0.000000
YALI0_B12716g	9526	1587.508911	82.585541	99.208656
YALI0_D24453g	8187	578.950989	30.118242	36.180553
YALI0_B12738g	1839	92.315598	4.802451	5.769106
ENSRNA049653418	0	0.000000	0.000000	0.000000
YALI0_B03212g	6690	742.599121	43.658970	52.446812
YALI0_A04323g	164	28.836279	1.500124	1.802074
YALI0_D15862g	5321	402.486633	20.938196	25.152716
YALI0_E19811g	3388	385.766144	20.068361	24.107798
YALI0_D16280r	1	0.505370	0.026290	0.031582
YALI0_B18040g	4738	1025.453125	53.346218	64.083946
YALI0_C15230g	2481	571.428589	29.726910	35.710457
YALI0_B11418g	2353	145.748444	7.582139	9.108300
YALI0_E14795g	29414	3780.596436	196.674545	236.261932
YALI0_A01804r	0	0.0	0.0	0.0
YALI0_E09735g	1	0.179894	0.009358	0.011242
YALI0_A08206r	1	0.525099	0.027317	0.032815
YALI0_C17061g	1896	157.684418	8.203074	9.854218
YALI0_A18469g	1815	177.929413	9.256261	11.119395
YALI0_B18326g	5823	1207.929443	62.839016	75.487495
YALI0_D17534g	1278	95.790604	4.983228	5.986270
YALI0_C10967g	1194	146.939240	7.644086	9.182716
YALI0_F02563g	10424	2469.932129	128.491028	154.354187
YALI0_B14333g	534	29.534664	1.536455	1.845719
EFYLIG00000000416	0	0.0	0.0	0.0
YALI0_C03223g	7101	2629.977783	136.816940	164.355988
YALI0_D26081g	3861	278.949890	14.511557	17.432497
YALI0_E29733g	5385	1416.979004	73.714211	88.551682
YALI0_F19162g	3323	383.695923	19.960665	23.978422
YALI0_A16148g	22	7.727494	0.402000	0.482917
YALI0_C13024g	0	0.0	0.0	0.0
YALI0_E01034g	14962	1123.229248	58.432735	70.194298
YALI0_C06754g	1354	204.503525	10.638701	12.780099
YALI0_F25663g	2492	435.600220	22.660835	27.222094
YALI0_D08536g	30725	1818.025635	94.577499	113.614410
ENSRNA049669918	2	1.385261	0.072064	0.086570
YALI0_C03135g	1993	103.571030	5.387982	6.472495
YALI0_F30811g	6000	906.342468	47.149834	56.640327
YALI0_E34089g	4043	295.520477	15.373593	18.468048
EFYLIG00000000413	3	3.139902	0.163344	0.196223
YALI0_E24937g	7270	669.371399	34.822102	41.831223
YALI0_D03113g	2877	213.079010	11.084816	13.316010
YALI0_B13046g	13	0.859722	0.044725	0.053727
YALI0_A01650g	103	14.608902	0.759986	0.912958
EFYLIG00000000079	1	0.096619	0.005026	0.006038
YALI0_C08393g	64	4.729783	0.246053	0.295580
YALI0_D25168g	20830	2444.816162	127.184456	152.784607
YALI0_D01265g	116572	14983.451172	779.470520	936.365234
YALI0_B21780g	3923	632.621521	32.910294	39.534603
YALI0_D14586g	269	122.203033	6.357257	7.636870
YALI0_B17094r	0	0.0	0.0	0.0
YALI0_A02244g	539	46.880951	2.438845	2.929745
YALI0_B06732g	7133	926.328979	48.189575	57.889347
EFYLIG00000000530	2	2.233211	0.116176	0.139561
YALI0_E01078g	10770	1212.744751	63.089520	75.788414
YALI0_B02464g	6244	1328.503540	69.111534	83.022560
YALI0_A20944g	7242	1206.873291	62.784069	75.421494
YALI0_A06831g	5491	788.870667	41.038704	49.299126
YALI0_E23650g	92	10.101321	0.525492	0.631265
YALI0_E23199g	9221	2727.903320	141.911240	170.475662
YALI0_B04554g	820	242.566071	12.618794	15.158752
EFYLIG00000000402	36	128.512192	6.685473	8.031150
YALI0_D26884g	4463	712.841309	37.083496	44.547798
YALI0_C16907g	24	2.144608	0.111567	0.134024
YALI0_E02354g	3012	441.623688	22.974188	27.598518
YALI0_E11715g	70	8.761421	0.455787	0.547530
YALI0_A08165g	3819	131.865799	6.859935	8.240728
YALI0_A08668g	1678	269.738464	14.032359	16.856846
YALI0_B01100g	9	1.632959	0.084950	0.102049
YALI0_C22792g	229	16.400764	0.853202	1.024938
YALI0_A16214g	10451	1439.404907	74.880859	89.953156
YALI0_F30987g	50210	5092.203125	264.907074	318.228546
YALI0_A07425g	35	2.733867	0.142221	0.170848
ENSRNA049656781	1	1.420455	0.073895	0.088769
YALI0_B19492g	715	60.877911	3.166996	3.804461
YALI0_C03674g	16697	1051.410156	54.696556	65.706085
YALI0_E17589g	752	42.514706	2.211704	2.656884
YALI0_D24057g	2804	528.967285	27.517984	33.056908
YALI0_E20251g	2393	352.926239	18.359961	22.055523
YALI0_D05159g	34465	3650.932129	189.929138	228.158783
YALI0_F19404g	988	47.142948	2.452475	2.946118
YALI0_A15972g	45813	6756.946777	351.510498	422.263885
YALI0_C03289r	0	0.0	0.0	0.0
YALI0_F05918g	14723	1443.406494	75.089027	90.203224
YALI0_A10571g	9760	3049.777100	158.655777	190.590622
YALI0_C00693g	2156	1710.804199	88.999611	106.913795
YALI0_F19756g	21184	3590.388672	186.779541	224.375214
YALI0_D15466g	1142	514.246277	26.752167	32.136944
YALI0_D24970g	22302	3431.010254	178.488327	214.415131
EFYLIG00000000157	1	0.569515	0.029627	0.035591
YALI0_C08547g	13	1.579447	0.082166	0.098705
YALI0_B09295g	4085	699.375549	36.382980	43.706284
YALI0_F04708g	13059	1441.348877	74.981979	90.074638
YALI0_F22421g	10880	1133.182251	63.619736	76.425354
YALI0_F05803g	111572	29778.718750	1688.167114	2027.967773
YALI0_A08646g	8258	1137.389404	59.169380	71.079216
YALI0_C23969g	27845	1227.694946	63.867260	76.722702
YALI0_D21142g	22425	2675.951416	139.208603	167.229019
YALI0_E30635g	11379	480.088898	24.975229	30.002337
YALI0_D00429g	111127	22048.966797	1147.033447	1377.912598
YALI0_D25234g	9694	1079.415771	56.153469	67.456253
YALI0_F00836g	24334	1952.968384	101.597504	122.047424
YALI0_A06039g	1	0.355231	0.018480	0.022200
YALI0_E09581g	72	17.785480	0.925238	1.111473
YALI0_F21571r	0	0.000000	0.000000	0.000000
YALI0_B12342g	12598	495.956970	25.800720	30.993984
YALI0_F10153g	6352	772.656921	40.195229	48.285873
YALI0_B01364g	21035	1376.623901	71.614861	86.029762
YALI0_B16478g	1337	135.302963	7.038743	8.455527
YALI0_C22000g	2822	587.906921	30.584148	36.740242
YALI0_B07667g	4878	608.187012	31.639160	38.007610
YALI0_B15818g	5156	377.394836	19.632868	23.584648
YALI0_C09823g	2149	205.812897	10.706818	12.861926
YALI0_D17358r	2	2.611111	0.135835	0.163177
YALI0_D05621g	2075	174.926926	9.100064	10.931760
YALI0_F30019g	24844	942.479858	49.029774	58.898670
YALI0_E34881g	3353	399.100800	20.762058	24.941124
YALI0_D02189g	394	98.948082	5.147486	6.183591
YALI0_F19272g	3512	463.275299	24.100550	28.951599
YALI0_D16687g	959	116.285599	6.049420	7.267070
YALI0_D11462g	11733	1182.684082	61.525696	73.909821
YALI0_E25630g	1930	524.440247	27.282478	32.773998
YALI0_B22572g	5229	429.964905	22.367676	26.869923
YALI0_C22209g	1500	187.408340	9.749373	11.711764
YALI0_D25146g	6689	870.915771	45.306862	54.426395
YALI0_E10197g	35	2.342767	0.121876	0.146407
YALI0_E02530g	2520	1041.270020	54.169048	65.072395
YALI0_E29117g	1414	141.399338	7.355890	8.836511
YALI0_D08294g	15740	850.766113	44.258636	53.167179
ENSRNA049657324	0	0.0	0.0	0.0
YALI0_D19470g	5353	488.391113	25.407127	30.521170
YALI0_F21131g	1261	218.064590	11.344176	13.627575
YALI0_B00484r	0	0.0	0.0	0.0
YALI0_C08283g	178	23.634666	1.229525	1.477008
YALI0_E05467g	6658	1555.581055	80.924583	97.213387
YALI0_C01243g	17369	702.611938	36.551342	43.908535
YALI0_A04741g	271	20.430367	1.062830	1.276761
