geneId	readCount	Coverage	FPKM	TPM
YALI0_E08844g	2214	50.169777	43.105583	41.221935
YALI0_D18062g	1664	40.396664	41.732376	39.908737
YALI0_D15312g	9877	1134.432373	974.697693	932.104980
YALI0_B22726g	1261	18.956047	16.286924	15.575213
YALI0_F27423g	944	84.403511	72.519005	69.350044
YALI0_E32035g	3930	117.199417	100.697052	96.296753
EFYLIG00000000292	1	0.252402	0.216862	0.207386
YALI0_D08811r	2	0.428965	0.368564	0.352459
YALI0_C05533g	871	113.861542	97.829178	93.554199
YALI0_B15840g	7811	407.317993	349.965271	334.672333
YALI0_F26015g	1073	66.548660	57.178223	54.679623
EFYLIG00000000073	19	10.992459	9.444657	9.031940
YALI0_D11374g	9366	249.168503	214.084137	204.728989
YALI0_E03344g	631	94.796463	81.448570	77.889397
YALI0_C19426g	960	18.451357	15.853299	15.160534
YALI0_C09933g	5664	126.681580	108.844078	104.087761
YALI0_A03707r	0	0.0	0.0	0.0
YALI0_E21241g	1512	40.396751	34.708652	33.191940
YALI0_F13123g	186	10.039278	8.625689	8.248760
ENSRNA049657899	6	3.670817	3.153945	3.016122
YALI0_F04972g	1985	150.593765	129.389282	123.735176
YALI0_C23683g	380	29.087088	24.991457	23.899370
YALI0_F28149g	107	3.804742	3.269012	3.126162
YALI0_C11198r	1	0.000066	0.000057	0.000054
YALI0_F26191g	6669	219.704773	188.769058	180.520157
YALI0_C20119g	770	21.826933	18.753574	17.934072
YALI0_D16357g	27643	492.579651	423.221558	404.727448
YALI0_C24332g	1176	43.622272	37.480003	35.842186
YALI0_E24387g	645	9.297511	8.077457	7.724485
YALI0_B21428g	17045	416.918945	358.214325	342.560944
YALI0_C09262g	7236	455.550629	391.406464	374.302612
YALI0_B20768g	61	1.954545	1.679334	1.605950
YALI0_A08077g	17419	902.766174	775.651489	741.756714
YALI0_B03014g	592	18.939735	16.272911	15.561810
YALI0_A21351g	3030	578.631714	497.156982	475.432068
YALI0_B02002g	12178	164.038834	140.941208	134.782303
YALI0_E33671g	486	16.484364	14.163269	13.544357
YALI0_B23188g	1919	57.624264	49.510433	47.346905
YALI0_D00341g	5	0.526667	0.452509	0.432735
ENSRNA049671494	1	0.108186	0.092953	0.088891
YALI0_F22363g	2342	337.370056	289.866394	277.199677
YALI0_D05863g	1286	70.034187	60.172966	57.543499
YALI0_A14322g	202	9.777778	8.401010	8.033899
YALI0_E07744g	26308	410.294495	352.522644	337.117981
YALI0_E09350g	8278	53.669140	46.112213	44.097183
YALI0_E25003g	871	104.157280	89.491333	85.580704
YALI0_B12056g	2203	78.831581	67.731636	64.771873
YALI0_C20647g	506	15.829342	13.600479	13.006160
YALI0_E07898g	1579	64.987892	55.837219	53.397221
YALI0_C02409g	1488	33.059696	28.404699	27.163458
YALI0_D20020g	209	9.700364	8.334496	7.970292
YALI0_E27093g	2091	77.419029	66.517982	63.611252
YALI0_E20691g	166	5.000591	4.296479	4.108729
YALI0_A05665g	43	1.453815	1.249109	1.194525
YALI0_D15928g	10669	390.864929	335.828888	321.153687
YALI0_E35200g	49	1.496697	1.285953	1.229759
YALI0_C00253g	2266	56.466759	48.515911	46.395844
YALI0_A18898g	2416	87.550110	75.222542	71.935440
EFYLIG00000000652	1	0.164516	0.141351	0.135174
YALI0_F06424g	4813	190.243408	163.456024	156.313263
YALI0_E12001g	3110	70.194778	60.310947	57.675449
YALI0_B19184g	2850	67.942497	58.375801	55.824867
YALI0_E22330g	294	9.999332	8.591369	8.215939
YALI0_F15741g	120	5.149279	4.424231	4.230899
YALI0_F13739g	583	18.505919	15.900178	15.205364
YALI0_F21813g	750	23.624613	20.298130	19.411133
YALI0_D10527g	0	0.0	0.0	0.0
YALI0_D02321g	8610	299.923492	257.692535	246.431763
YALI0_D05041g	197	3.672528	3.155415	3.017528
YALI0_F11957g	607	70.650688	60.702663	58.050049
YALI0_C10054g	36	1.171775	1.006782	0.962788
YALI0_C01309g	219	21.962524	18.870073	18.045481
YALI0_A16720g	120	3.028899	2.602412	2.488691
YALI0_A21175g	1446	41.726654	35.851295	34.284657
ENSRNA049653500	0	0.0	0.0	0.0
YALI0_C18887r	0	0.0	0.0	0.0
YALI0_B18194g	809	20.320597	17.459337	16.696392
YALI0_E02684g	11595	422.973541	363.416412	347.535675
YALI0_A19888g	4000	165.047729	141.808044	135.611267
YALI0_F05940g	6295	209.831375	180.285904	172.407684
YALI0_A18744g	3407	46.967289	40.354019	38.590614
YALI0_F04114g	10896	818.357849	2053.364258	1963.635742
YALI0_A05445r	1	0.195914	0.168328	0.160972
YALI0_D23903g	1988	29.638012	25.464808	24.352036
YALI0_A20867g	19154	641.781921	629.847778	602.324402
YALI0_F18876g	476	21.157940	18.178778	17.384396
YALI0_E12155g	3843	46.062294	39.576454	37.847027
YALI0_E08250g	43	0.796195	0.684086	0.654193
YALI0_B20746g	2040	60.207176	51.729656	49.469151
YALI0_D20152g	3155	311.775208	267.875427	256.169708
ENSRNA049672561	1	0.216380	0.185912	0.177788
YALI0_E34463g	8	0.107322	0.092210	0.088181
YALI0_E19943g	18	0.569913	0.489666	0.468268
YALI0_D03806r	0	0.0	0.0	0.0
YALI0_D26532g	306	11.777778	10.119398	9.677197
YALI0_C12518g	784	33.999149	29.211872	27.935358
YALI0_B04224g	10317	1639.099731	1408.305054	1346.764282
YALI0_A15708g	2481	81.236351	69.797806	66.747749
EFYLIG00000000105	0	0.0	0.0	0.0
YALI0_A13959r	0	0.000000	0.000000	0.000000
YALI0_C01782g	34	1.569061	1.348128	1.289217
YALI0_D01067g	1217	13.362187	11.480714	10.979025
YALI0_F12837g	7859	108.609482	93.316635	89.238846
YALI0_E29029g	246	15.769812	13.549331	12.957247
YALI0_F17776g	1952	35.869907	30.819218	29.472466
YALI0_D20636g	2110	36.154907	31.064087	29.706636
YALI0_B13486g	253	15.141343	13.009354	12.440866
YALI0_B15642g	519	12.042805	10.347107	9.894956
YALI0_D12474g	1076	58.814575	50.533142	48.324924
EFYLIG00000000228	1	0.053722	0.046158	0.044141
YALI0_C16973g	7606	324.053467	278.424866	266.258148
YALI0_F03432g	1916	45.472069	39.069336	37.362068
YALI0_F19910g	11060	502.694305	431.912018	413.038147
YALI0_F11143g	3374	87.160591	74.887878	71.615395
YALI0_E23221g	1019	52.152611	44.809219	42.851128
YALI0_A00330g	390	30.500769	26.206081	25.060919
YALI0_C12573g	425	9.881279	8.489938	8.118940
YALI0_B10296g	661	18.948847	16.280739	15.569296
YALI0_C17787r	0	0.000000	0.000000	0.000000
YALI0_E29381g	600	20.830948	17.897829	17.115723
YALI0_E24827g	951	39.716625	34.124294	32.633114
YALI0_F17644g	1286	50.352535	43.262604	41.372101
YALI0_C04884g	347	21.438787	18.420082	17.615154
YALI0_B22264g	9	0.551143	0.473539	0.452846
ENSRNA049671068	0	0.0	0.0	0.0
YALI0_F30943g	526	28.819355	24.761423	23.679388
YALI0_A19756g	4385	408.025543	356.426910	340.851624
YALI0_E25762g	1298	20.925047	17.978678	17.193039
YALI0_E12276g	469	55.273148	47.490368	45.415115
ENSRNA049654013	0	0.0	0.0	0.0
YALI0_D10791g	1713	128.211456	110.158539	105.344788
YALI0_F16335g	14	0.699211	0.600758	0.574506
YALI0_E21956g	693	23.888437	20.524807	19.627905
YALI0_E28578g	1256	88.575378	76.103447	72.777847
YALI0_B19580g	13132	331.207703	284.571747	272.136414
YALI0_E32879g	2842	71.035782	61.033531	58.366463
YALI0_B15224g	4672	276.710815	237.748322	227.359100
YALI0_C23210g	678	37.010719	31.799395	30.409813
YALI0_B01496r	0	0.0	0.0	0.0
YALI0_F15895g	534	43.176189	37.096733	35.475662
YALI0_E12628g	15315	1360.649780	1239.634766	1185.464600
YALI0_D06710g	29	1.344569	1.155246	1.104764
YALI0_B18480g	2915	54.566078	46.882854	44.834152
YALI0_F24893g	2348	57.595478	49.485699	47.323254
YALI0_B11440g	647	50.634407	43.504787	41.603699
YALI0_A09702g	1962	47.228046	40.578064	38.804867
YALI0_B18018g	962	22.991562	19.754217	18.890989
YALI0_D16137g	3	0.091234	0.078388	0.074962
YALI0_E22022g	1936	85.002586	73.033730	69.842270
YALI0_C12859g	1409	30.929802	26.574705	25.413433
EFYLIG00000000110	1	0.089947	0.077282	0.073905
YALI0_C06512g	10	0.301802	0.259307	0.247975
YALI0_C15246g	2970	156.292053	134.285217	128.417175
YALI0_A14234g	23	0.706594	0.607101	0.580572
YALI0_B09625g	15301	517.128540	444.313843	424.898041
YALI0_F21681g	4436	50.171879	43.107388	41.223663
YALI0_F07909g	2344	146.789322	152.159424	145.510284
YALI0_E17567g	9	0.551893	0.474183	0.453462
YALI0_B04642g	626	11.993987	10.305164	9.854845
