geneId	readCount	Coverage	FPKM	TPM
YALI0_E07161g	4785	816.521057	366.531067	448.170380
YALI0_E08392g	0	0.0	0.0	0.0
YALI0_B15774g	2139	191.310074	85.877861	105.005875
YALI0_C18821g	652	54.252777	24.353724	29.778151
YALI0_D11088g	300	14.405769	6.466657	7.907008
YALI0_F10967r	0	0.000000	0.000000	0.000000
ENSRNA049671515	0	0.0	0.0	0.0
YALI0_E21373g	1812	356.692902	160.117142	195.780853
YALI0_D10703g	31	5.255441	2.359134	2.884595
YALI0_C14564g	87	17.271753	7.753179	9.480084
YALI0_F03567g	4119	1211.372559	543.777344	664.895630
YALI0_C05038g	1222	97.430618	43.735977	53.477512
YALI0_F07601g	186	15.014586	6.739951	8.241175
YALI0_A12353g	433	58.621498	26.314814	32.176048
YALI0_A16445g	2	0.135417	0.060788	0.074327
YALI0_A09196g	29	21.134329	9.487064	11.600165
YALI0_F21989g	7	1.710526	0.767844	0.938870
YALI0_F09317g	185	30.383772	13.639080	16.676981
YALI0_D13948g	556	65.086655	29.216982	35.724628
YALI0_E31625g	2578	111.276924	49.951496	61.077446
YALI0_C15092g	1489	257.491364	115.586220	141.331314
EFYLIG00000000358	0	0.0	0.0	0.0
YALI0_E32197g	59	12.689855	5.696394	6.965181
YALI0_F14465g	10930	3931.357422	1764.760986	2157.835205
YALI0_A18271g	2953	151.897461	68.185791	83.373161
YALI0_D04158g	57	7.787627	3.495816	4.274457
YALI0_E18502g	535	84.498947	37.931034	46.379604
YALI0_A13805r	0	0.0	0.0	0.0
YALI0_A01287r	0	0.0	0.0	0.0
YALI0_D17380g	1539	641.052795	287.764465	351.859711
ENSRNA049670745	0	0.0	0.0	0.0
YALI0_A15400g	944	264.945679	118.932411	145.422836
YALI0_A12969g	114	17.717550	7.953295	9.724771
YALI0_F32153g	1633	75.496765	33.890015	41.438507
YALI0_B16764g	96	20.204802	9.069806	11.089970
YALI0_F03575g	3779	127.296944	57.142780	69.870483
YALI0_F18106g	3790	271.832123	122.023689	149.202652
ENSRNA049658646	0	0.0	0.0	0.0
YALI0_A10890r	0	0.0	0.0	0.0
YALI0_A17490g	1001	83.832497	37.631870	46.013805
YALI0_D05203g	12	2.772358	1.244494	1.521686
YALI0_C17083g	4375	348.839447	156.591782	191.470276
YALI0_A07128g	175	15.705174	7.049952	8.620223
YALI0_F23859g	40	8.631579	3.874660	4.737683
YALI0_B02376g	682	35.453346	15.914779	19.459560
YALI0_E17699g	4771	483.800537	217.174957	265.547424
YALI0_D17622g	12	1.557018	0.698935	0.854613
YALI0_D17094g	162	29.303143	13.153993	16.083847
YALI0_B21604g	709	111.345909	49.982464	61.115311
ENSRNA049651608	0	0.0	0.0	0.0
YALI0_D27104g	196	43.638393	19.588995	23.952150
YALI0_F15169g	291	18.110558	8.129713	9.940485
YALI0_E00220g	1117	526.811340	236.482224	289.155090
YALI0_E12243g	3660	174.910141	78.516037	96.004311
YALI0_A07150r	0	0.000000	0.000000	0.000000
YALI0_E04576g	3956	192.787521	86.541077	105.816811
YALI0_F24145g	1070	228.569794	102.603508	125.456909
YALI0_E03520g	290	101.875587	45.731297	55.917259
YALI0_C19682g	4241	392.624695	176.246704	215.503021
YALI0_D15004g	909	41.348209	18.560946	22.695118
YALI0_B14102g	1164	69.441132	31.171679	38.114700
YALI0_E04697g	515	58.184013	26.118429	31.935919
YALI0_C08679g	1	0.192412	0.086373	0.105611
YALI0_D17820g	187	8.379196	3.761367	4.599155
YALI0_A20207g	112	21.035219	9.442575	11.545768
YALI0_B14443g	2150	132.386292	59.427357	72.663910
YALI0_E06677g	345	65.951469	29.605190	36.199303
YALI0_C00583g	9	5.044177	2.264299	2.768637
YALI0_E16555g	185	36.816002	16.526466	20.207489
YALI0_F08899g	4269	234.266373	105.160667	128.583633
