geneId	readCount	Coverage	FPKM	TPM
YALI0_E06413g	559	45.166668	34.865841	38.147415
YALI0_F05280g	331	29.923836	23.099327	25.273438
YALI0_E25311r	0	0.0	0.0	0.0
YALI0_E28226g	330	24.467991	18.887756	20.665472
YALI0_E21824g	320	20.458414	15.792615	17.279016
YALI0_D25344g	895	78.022453	60.228447	65.897156
YALI0_B08646r	0	0.0	0.0	0.0
YALI0_F01496g	15670	5024.333008	3878.470703	4243.512207
YALI0_D20240g	301	9.055854	6.990552	7.648503
YALI0_E31383g	533	24.360054	18.804438	20.574310
YALI0_C18491g	1110	36.144886	27.901588	30.527689
YALI0_B11308g	145	67.384262	52.016430	56.912224
YALI0_C07700g	545	34.967556	26.992764	29.533323
YALI0_C19690g	0	0.0	0.0	0.0
YALI0_D14850g	1761	538.757568	415.887115	455.030426
YALI0_D07502g	55	2.737103	2.112872	2.311736
YALI0_C02277r	0	0.000000	0.000000	0.000000
YALI0_A14839g	1480	45.374012	35.025898	38.322536
YALI0_C22858g	292	23.065098	17.804811	19.480600
YALI0_A02651g	2034	374.100189	288.781921	315.962097
YALI0_C12254g	221	17.442352	13.464404	14.731674
ENSRNA049658229	0	0.0	0.0	0.0
YALI0_A10901g	0	0.0	0.0	0.0
YALI0_E33869g	1156	205.825394	158.884308	173.838516
EFYLIG00000000267	1	0.274725	0.212070	0.232031
YALI0_B08448g	52	3.147810	2.429912	2.658616
YALI0_B10582g	829	57.137978	44.106941	48.258286
YALI0_E22484g	8341	1155.554199	892.015503	975.971985
YALI0_D17556g	27	2.680473	2.069157	2.263906
EFYLIG00000000048	0	0.000000	0.000000	0.000000
YALI0_B03718g	6125	109.788071	84.749512	92.726143
YALI0_D00473g	889	89.038689	68.732292	75.201378
YALI0_B20064g	3500	188.818909	145.756378	159.474976
YALI0_F30855g	1970	56.235229	43.410076	47.495834
YALI0_C09904g	1314	34.650993	26.748396	29.265957
YALI0_C12430g	336	17.963375	13.866600	15.171727
YALI0_B16852g	25	2.596379	2.004242	2.192881
YALI0_C12122g	3	0.172945	0.133503	0.146068
YALI0_A00594g	3963	310.203888	239.457962	261.995758
YALI0_A15818r	0	0.0	0.0	0.0
