geneId	readCount	Coverage	FPKM	TPM
YALI0_F27467g	84	5.812500	23.825558	23.236267
YALI0_E02574g	24	3.133858	12.845749	12.528028
YALI0_F28127g	318	25.196825	103.282303	100.727768
YALI0_B16258g	228	3.240456	13.282697	12.954167
YALI0_F24915g	696	14.831203	60.793407	59.289772
YALI0_E25674g	227	9.663257	39.609890	38.630196
YALI0_D13728g	1112	137.204941	562.405884	548.495605
YALI0_F16720r	0	0.0	0.0	0.0
YALI0_B23056g	583	42.596493	174.603897	170.285324
YALI0_A11957r	0	0.000000	0.000000	0.000000
ENSRNA049656443	1	0.057317	0.234944	0.229133
YALI0_D03069g	101	7.863207	32.231449	31.434250
YALI0_F13167g	302	8.358251	34.260643	33.413254
YALI0_E32307g	613	20.343294	83.387581	81.325111
ENSRNA049656245	0	0.0	0.0	0.0
YALI0_A19030g	255	40.034592	164.102615	160.043777
YALI0_D05819g	8	0.263473	1.079981	1.053270
YALI0_B20922g	1559	65.613640	268.951660	262.299530
YALI0_C05797g	203	7.144468	29.285322	28.560991
YALI0_B12188g	637	8.129502	33.322998	32.498802
YALI0_C04070g	283	8.076615	33.106213	32.287380
YALI0_C22550g	460	4.595523	20.821976	20.306974
YALI0_F06072g	668	13.493737	55.311108	53.943066
YALI0_F22319g	336	13.417266	54.997650	53.637363
YALI0_D06479g	443	45.853001	187.952393	183.303665
YALI0_C02079r	0	0.0	0.0	0.0
YALI0_E25135g	867	37.301464	152.899475	149.117722
YALI0_F25047g	240	12.116161	49.664398	48.436016
YALI0_A15510r	0	0.0	0.0	0.0
YALI0_B02222g	120	12.333333	50.554588	49.304192
YALI0_F28501g	1437	44.993107	184.427673	179.866119
ENSRNA049671084	0	0.000000	0.000000	0.000000
YALI0_E10241g	143	3.919692	16.066898	15.669507
YALI0_C17941g	1229	37.911728	155.400955	151.557343
YALI0_E08387g	0	0.0	0.0	0.0
YALI0_D15180g	0	0.0	0.0	0.0
YALI0_B10428g	630	8.114720	33.262405	32.439709
YALI0_E34687g	906	49.319172	202.160294	197.160156
YALI0_C04279g	12	0.516971	2.119075	2.066663
YALI0_C18535g	344	12.822123	52.558144	51.258198
YALI0_A06347g	80	4.243301	17.393377	16.963179
YALI0_D19250g	39	3.371728	13.820783	13.478946
YALI0_F30151g	1855	103.384613	423.775665	413.294189
YALI0_F13959g	2	0.019048	0.078078	0.076147
YALI0_E33803g	3	0.176970	0.725404	0.707462
YALI0_E25223g	150	5.073171	20.795033	20.280697
YALI0_B14421g	18	2.320106	9.510162	9.274942
YALI0_D16929g	11	0.299413	1.227300	1.196945
YALI0_F11737g	38	2.682336	10.994950	10.723006
YALI0_E06809g	28	2.579143	10.571961	10.310478
YALI0_E03498g	67	1.963755	8.049473	7.850380
YALI0_E13640g	57	2.986373	12.241204	11.938437
YALI0_D26411g	6	0.461420	1.891370	1.844590
YALI0_B03542g	74	5.634259	23.094946	22.523724
YALI0_B09977g	297	6.822989	27.967571	27.275835
