geneId	readCount	Coverage	FPKM	TPM
YALI0_E09174g	2828	560.220459	27.435795	23.086338
YALI0_D10263g	514382	190371.687500	9323.113281	7845.099609
ENSRNA049651546	0	0.0	0.0	0.0
YALI0_F31339g	16532	5818.629395	284.956970	239.782120
YALI0_A01221r	0	0.000000	0.000000	0.000000
YALI0_D18942g	1191	215.513184	10.554373	8.881165
YALI0_B20394g	5455	561.425354	27.494802	23.135990
ENSRNA049650855	0	0.000000	0.000000	0.000000
YALI0_A02112g	8176	3291.976074	161.218643	135.660294
YALI0_F19030g	135	8.238269	0.403454	0.339494
ENSRNA049654771	2	2.694444	0.131956	0.111036
ENSRNA049651812	5	8.216216	0.402374	0.338585
ENSRNA049652134	4	6.000000	0.293839	0.247256
YALI0_E11891g	45352	11470.832031	561.763489	472.705872
ENSRNA049655663	2	4.083333	0.199974	0.168272
EFYLIG00000000340	1	0.831461	0.040719	0.034264
YALI0_E13508g	12236	1668.952148	81.733948	68.776489
YALI0_A00935g	22	10.043613	0.491868	0.413891
YALI0_E08228g	2356	253.337631	12.406757	10.439887
YALI0_E18832g	8169	675.125366	33.063057	27.821499
YALI0_E26433g	3154	1443.172729	70.676804	59.472256
EFYLIG00000000071	8	10.248892	0.501921	0.422350
YALI0_D20438g	5348	345.055115	16.898457	14.219507
YALI0_B10912g	3598	670.396301	36.800060	30.966066
YALI0_B02024g	0	0.0	0.0	0.0
YALI0_D18315g	3395	391.857788	19.190535	16.148216
YALI0_E16324g	35998	1740.515259	85.238625	71.725555
YALI0_D20416g	24516	2087.891113	102.250732	86.040695
YALI0_A04367g	2177	521.776184	25.553055	21.502073
YALI0_C23144g	7613	250.937790	12.289229	10.340991
YALI0_E29095g	91385	18398.751953	901.046021	758.201172
YALI0_A11737g	24	7.430041	0.363873	0.306187
YALI0_A08261g	1936	71.742020	3.513437	2.956444
YALI0_E13926g	2474	318.467163	15.596360	13.123835
YALI0_E22935g	26315	2885.596191	141.316910	118.913628
YALI0_D16203g	8726	681.963257	33.397930	28.103283
YALI0_E03476g	9371	711.410767	34.840069	29.316797
ENSRNA049658630	7	13.958333	0.683584	0.575214
ENSRNA049650840	0	0.0	0.0	0.0
YALI0_E17171g	281	94.277779	4.617085	3.885129
ENSRNA049670608	0	0.0	0.0	0.0
YALI0_D24431g	9582	968.447021	47.427963	39.909103
YALI0_B05764g	20027	2513.678223	123.102890	103.587128
YALI0_E24651g	702	28.954645	1.418002	1.193203
YALI0_D21010g	811	68.807190	3.369709	2.835502
EFYLIG00000000470	3	2.664109	0.130470	0.109786
YALI0_E18986g	45041	4949.918457	242.413391	203.983063
YALI0_D03311g	4	0.235425	0.011530	0.009702
YALI0_D23485g	5	0.410920	0.020124	0.016934
YALI0_C08052g	43768	7038.145996	344.680603	290.037628
YALI0_F06402g	6843	313.955933	15.375431	12.937929
YALI0_D15026g	344	28.469297	1.394233	1.173202
YALI0_B12958g	18748	6333.130371	310.153748	260.984375
YALI0_C06149g	7768	1663.577271	81.470718	68.554985
YALI0_D27126g	18978	2985.003174	146.185181	123.010132
YALI0_B17930g	4265	255.249710	12.500398	10.518682
YALI0_D27082g	5181	1095.498657	53.650089	45.144821
YALI0_D23595g	12294	1375.050415	67.340637	56.664974
YALI0_B19778g	3312	1488.413696	72.892395	61.336605
YALI0_B09559g	9249	664.068970	32.521587	27.365871
YALI0_B21626g	803	33.703396	1.650563	1.388896
YALI0_D04785g	881	73.404526	3.594855	3.024955
YALI0_E29821r	1	0.173949	0.008519	0.007168
YALI0_C23617g	27550	5116.847656	250.588455	210.862122
YALI0_B05896g	514971	186476.156250	9132.335938	7684.566406
YALI0_D17688g	26	2.504174	0.122637	0.103195
YALI0_E05555g	773	48.211746	2.361084	1.986776
YALI0_B21450g	1381	469.515778	22.993694	19.348454
YALI0_F11429g	25	3.619746	0.177271	0.149167
YALI0_D11836g	4241	498.703278	24.423101	20.551252
YALI0_F10769g	16577	3324.192627	162.796402	136.987915
YALI0_F05060g	8796	1475.614502	77.575310	65.277122
YALI0_E09955g	1263	71.886879	3.520531	2.962414
YALI0_E11099g	1419	179.376053	8.784621	7.391976
YALI0_B04202g	307	20.906631	1.023865	0.861549
YALI0_D11022g	818	44.863323	2.197101	1.848790
YALI0_C03762g	3248	401.668304	19.670986	16.552502
YALI0_A10813g	2707	514.108154	25.177528	21.186079
YALI0_E21109g	640	82.157310	4.023508	3.385652
YALI0_F13189g	9803	504.992188	24.731091	20.810415
YALI0_B19734g	2531	141.232819	6.916625	5.820117
YALI0_E05027g	51988	5051.537598	247.390015	208.170731
YALI0_F00462g	28475	4437.224121	217.305099	182.855255
YALI0_A13277g	317	29.216118	1.430807	1.203978
YALI0_E28682r	0	0.0	0.0	0.0
YALI0_F27489g	7984	849.514465	41.603451	35.007965
YALI0_D19008g	3540	560.178223	27.433725	23.084599
YALI0_F16709g	4604	414.483002	20.298563	17.080587
YALI0_E28358g	4709	515.249268	25.233412	21.233103
ENSRNA049672146	1	0.711217	0.034831	0.029309
YALI0_B01892g	34112	5761.551270	282.161682	237.429962
YALI0_B03190g	1739	290.637878	14.233470	11.977007
YALI0_D10615g	546	107.619606	5.270478	4.434937
YALI0_D02995g	3950	1040.863037	50.974407	42.893322
YALI0_F10175g	794	165.627945	8.111332	6.825425
YALI0_D05676g	2310	1383.658691	67.762207	57.019718
YALI0_F25509g	7411	859.450867	42.090069	35.417439
YALI0_C21252g	8	2.091760	0.102440	0.086200
YALI0_F27005g	40	3.979879	0.194907	0.164008
YALI0_B20284g	35	4.435702	0.217231	0.182793
